pref_name,facility_name,n_specialists
長崎県,佐世保国際通り病院,1
長崎県,医療法人 光晴会病院,1
長崎県,医療法人 成田内科医院,1
長崎県,医療法人かわむら内科,1
長崎県,医療法人伴帥会 愛野記念病院,2
長崎県,医療法人光善会 長崎百合野病院,1
長崎県,医療法人厚生会 道ノ尾病院,1
長崎県,医療法人昭和会昭和会病院,1
長崎県,医療法人栄和会 泉川病院,2
長崎県,十善会病院,1
長崎県,千住病院,1
長崎県,地方独立行政法人 佐世保市総合医療センター,3
長崎県,地方独立行政法人長崎市立病院機構,1
長崎県,市立大村市民病院,1
長崎県,日本赤十字社 長崎原爆諫早病院,3
長崎県,日本赤十字社長崎原爆病院,1
長崎県,杏林病院,1
長崎県,独立行政法人国立病院機構 長崎医療センター,2
長崎県,社会医療法人三佼会 宮崎病院,1
長崎県,社会医療法人春回会 井上病院,2
長崎県,社会福祉法人 真和会,1
長崎県,福田外科病院,1
長崎県,草野内科医院,1
長崎県,虹が丘病院,1
長崎県,長崎みなとメディカルセンター市民病院,2
長崎県,長崎労災病院,3
長崎県,長崎大学,32
長崎県,長崎県五島中央病院,1
長崎県,長崎県健康事業団,1
長崎県,長崎県島原病院,1
長崎県,長崎記念病院,1
熊本県,くまもと南部広域病院,1
熊本県,くまもと森都総合病院,1
熊本県,国立病院機構熊本再春医療センター,2
熊本県,堀尾内科医院,1
熊本県,水俣市立総合医療センター,1
熊本県,済生会熊本病院,3
熊本県,熊本セントラル病院,1
熊本県,熊本中央病院,1
熊本県,熊本大学,5
熊本県,熊本市立市民病院,2
熊本県,熊本赤十字病院,4
熊本県,独立行政法人国立病院機構 熊本医療センター,2
熊本県,菊池中央病院,1
大分県,JA大分 大分県厚生連 鶴見病院,1
大分県,わさだケアセンター,1
大分県,伊藤内科医院,1
大分県,大分リハビリテーション病院,1
大分県,大分医療センター,1
大分県,大分大学,5
大分県,大分県立病院,2
大分県,天心堂へつぎ病院,1
大分県,施設掲載なし,3
大分県,社会保険診療報酬支払基金 大分事務所,1
大分県,豊後大野市民病院,1
大分県,長門記念病院,1
宮崎県,こむら内科医院,1
宮崎県,むらい内科クリニック,1
宮崎県,公益財団法人宮崎県健康づくり協会,1
宮崎県,医療法人愛生会 くすもと内科クリニック,1
宮崎県,医療法人慈光会 宮崎若久病院,1
宮崎県,医療法人財団志清会 阿波岐ヶ原病院,1
宮崎県,古賀総合病院,1
宮崎県,国立病院機構 都城医療センター,1
宮崎県,宮崎大学,5
宮崎県,宮崎生協病院,1
宮崎県,宮崎県立宮崎病院,6
宮崎県,愛泉会日南病院,1
宮崎県,独立行政法人国立病院機構 宮崎東病院,1
鹿児島県,よしのぶクリニック,1
鹿児島県,医療法人社団一廣会 福山内科,1
鹿児島県,林田内科,1
鹿児島県,済生会鹿児島病院,1
鹿児島県,県民健康プラザ鹿屋医療センター,1
鹿児島県,社会福祉法人内之浦会 吉重クリニック,1
鹿児島県,総合病院鹿児島生協病院,4
鹿児島県,肝属郡医師会立病院,1
鹿児島県,青仁会 池田病院,1
鹿児島県,鹿児島大学,4
鹿児島県,鹿児島市保健所,1
鹿児島県,鹿児島市立病院,2
鹿児島県,鹿児島徳洲会病院,1
沖縄県,くばかわメディカルクリニック,1
沖縄県,ゆずりは訪問診療所,1
沖縄県,公益財団法人 北部地区医師会病院,1
沖縄県,医療法人おもと会 大浜第一病院,1
沖縄県,医療法人かりゆし会 ハートライフ病院,2
沖縄県,医療法人敬愛会中頭病院,3
沖縄県,施設掲載なし,3
沖縄県,沖縄県立中部病院,1
沖縄県,沖縄県立南部医療センター,1
沖縄県,沖縄第一病院,1
沖縄県,沖縄赤十字病院,1
沖縄県,浦添総合病院,1
沖縄県,独立行政法人国立病院機構 沖縄病院,2
沖縄県,琉球大学,7
海外,海外勤務・留学,13
