area_code,area_name,pref_code,pref_name,sex,pop_0_4,pop_5_9,pop_10_14,pop_15_19,pop_20_24,pop_25_29,pop_30_34,pop_35_39,pop_40_44,pop_45_49,pop_50_54,pop_55_59,pop_60_64,pop_65_69,pop_70_74,pop_75_79,pop_80_84,pop_85_89,pop_90_94,pop_95_99,pop_100plus,pop_65plus,pop_age_unknown,pop_total_census
1004,高崎・安中,10,群馬県,female,7363,8430,9297,9796,9132,9154,10052,11808,13965,16628,14375,13060,12285,14617,16791,13359,10429,8179,4727,1437,264,69803,3238,218386
1005,藤岡,10,群馬県,male,898,1168,1435,1518,1320,1469,1470,1729,2083,2569,2177,2090,2175,2487,2796,1913,1358,859,281,73,2,9769,262,32132
1005,藤岡,10,群馬県,female,929,1164,1410,1494,1442,1298,1352,1561,1974,2466,2189,2083,2151,2698,2911,2238,1840,1421,850,247,41,12246,143,33902
1006,富岡,10,群馬県,male,920,1159,1385,1539,1249,1314,1455,1607,1939,2448,2109,2185,2513,2949,3040,2133,1658,1034,510,89,8,11421,321,33564
1006,富岡,10,群馬県,female,819,1145,1315,1359,1226,1186,1262,1515,1814,2328,2094,2212,2457,2862,3041,2336,2106,1761,1079,345,48,13578,250,34560
1007,吾妻,10,群馬県,male,627,779,998,1003,894,1029,1017,1129,1312,1790,1607,1853,2012,2438,2309,1696,1407,897,401,69,5,9222,324,25596
1007,吾妻,10,群馬県,female,568,717,892,935,822,810,876,1001,1236,1543,1565,1720,1875,2372,2425,1940,1712,1504,925,321,49,11248,215,26023
1008,沼田,10,群馬県,male,1134,1335,1565,1680,1328,1388,1658,1959,2186,2592,2448,2500,2946,3441,3272,2113,1670,1138,596,83,11,12324,245,37288
1008,沼田,10,群馬県,female,1009,1250,1485,1674,1297,1225,1471,1774,2106,2568,2307,2664,2971,3243,3304,2640,2380,2186,1438,418,56,15665,204,39670
1009,桐生,10,群馬県,male,2164,2726,3276,3753,3809,3088,3226,3841,4837,6074,5411,4988,4847,5521,6571,4904,3252,1909,707,128,16,23008,906,75954
1009,桐生,10,群馬県,female,2020,2581,3110,3411,3157,2610,2929,3630,4660,5951,5292,4947,4992,5866,7360,6050,4728,3546,1923,622,121,30216,633,80139
1010,太田・館林,10,群馬県,male,7276,8676,9634,10021,10596,11501,11598,12785,14938,17218,14630,12037,11088,12864,14804,10542,6357,3415,1202,265,31,49480,3497,204975
1010,太田・館林,10,群馬県,female,6994,8297,9037,9494,8388,8429,9286,11090,13101,15638,13003,11056,10952,13489,15735,11828,8241,5910,3355,1051,201,59810,2210,196785
1101,南部,11,埼玉県,male,16390,17274,17781,18010,22510,25763,26252,28164,30886,36825,32316,26757,20287,20260,22243,17253,11579,6193,1852,301,46,79727,9154,408096
1101,南部,11,埼玉県,female,15678,16892,16560,17021,21979,24327,24574,25824,28349,33303,29350,23810,18602,19737,24254,20957,16453,10762,4741,1365,239,98508,6583,401360
1102,南西部,11,埼玉県,male,14846,16684,16393,16672,20180,20128,21178,24289,28131,32929,28922,23302,17779,17805,20871,16908,12079,6289,1875,254,33,76114,4918,362465
1102,南西部,11,埼玉県,female,14756,15879,15434,16459,20237,20098,20367,23273,25728,30768,26946,21247,16611,18761,23931,21276,16047,9608,4256,1250,217,95346,4711,367860
1103,東部,11,埼玉県,male,21540,23727,24847,25842,29406,29815,31426,35469,41797,52224,44841,35148,28773,32638,38859,31954,21229,9389,2467,389,40,136965,15096,576916
1103,東部,11,埼玉県,female,20404,22363,23831,25005,28994,28721,29437,33554,38403,47420,41029,32417,28471,35015,45111,37616,25820,14224,6124,1861,319,166090,12415,578554
1104,さいたま,11,埼玉県,male,27353,29543,29518,30766,35732,36793,39245,43265,47879,55951,49772,42642,34952,33485,36977,29181,20258,10890,3811,677,71,135350,14159,652920
1104,さいたま,11,埼玉県,female,26038,27798,28555,29160,35141,37070,38430,41691,46082,54199,48457,40609,33375,34339,41976,35584,26701,18502,9368,2669,503,169642,14858,671105
1105,県央,11,埼玉県,male,8847,10316,11689,12292,12130,11848,13012,15024,17767,22197,19217,16061,14723,16513,18705,15505,10631,5029,1509,231,30,68153,8388,261664
1105,県央,11,埼玉県,female,8433,10000,10795,11768,12174,11446,12398,14065,16793,21445,18467,15993,14800,17682,21489,18204,12588,7670,3389,1065,198,82285,6032,266894
1106,川越比企,11,埼玉県,male,11963,14576,15623,17838,19891,17125,18431,20934,25457,31014,26397,22522,21954,26287,29778,23110,14848,7101,2261,381,38,103804,29184,396713
1106,川越比企,11,埼玉県,female,11573,13631,15209,16907,18105,15725,16751,19771,23813,28656,24939,22314,22624,27783,33109,26017,17331,10977,5569,1701,286,122773,24169,396960
1107,西部,11,埼玉県,male,11660,14009,15203,16672,17600,16171,17593,20300,24068,29905,26267,23023,21049,24771,28354,22190,14666,7322,2328,411,51,100093,27812,381425
1107,西部,11,埼玉県,female,11289,13125,14551,15939,17488,15819,16474,19447,23070,28382,25248,22802,21824,26629,31556,25730,17633,11306,5719,1829,310,120712,24151,390321
1108,利根,11,埼玉県,male,10040,11715,13632,14617,14419,14191,15775,18309,21550,25936,21624,19729,20169,24204,26189,19390,12273,6119,2090,373,45,90683,3398,315787
1108,利根,11,埼玉県,female,9589,11649,12511,13311,13695,13318,14359,16831,19551,23309,20484,19700,20492,24908,28166,21413,15134,10174,5388,1611,246,107040,3829,319668
1109,北部,11,埼玉県,male,8323,9619,10963,12225,12347,11839,12665,14426,17153,20201,17507,16054,15994,18399,19213,13566,8984,4658,1766,294,45,66925,3622,249863
1109,北部,11,埼玉県,female,7959,9318,10457,11359,10447,10388,11243,13515,15541,18473,16587,15506,16141,18763,20371,15241,11781,8692,4643,1480,235,81206,3364,251504
1110,秩父,11,埼玉県,male,1307,1758,2032,2173,1807,1752,2041,2364,2684,3282,3181,3228,3518,4007,3933,2808,2181,1392,533,105,7,14966,227,46320
1110,秩父,11,埼玉県,female,1293,1651,1992,2055,1570,1625,1801,2203,2489,3247,3104,3181,3418,4020,4017,3349,2915,2433,1393,428,57,18612,129,48370
1201,千葉,12,千葉県,male,16627,19262,20974,22735,25333,22899,24386,27643,32121,41114,37356,30757,24972,26234,30398,24947,17867,9132,2667,427,59,111731,23336,481246
1201,千葉,12,千葉県,female,15810,18216,20040,22172,24698,22466,23075,26478,31642,40318,35904,29284,24534,27736,35349,30561,22144,13733,6426,1941,342,138232,20836,493705
1202,東葛南部,12,千葉県,male,35126,38209,39285,42155,53063,54491,54615,59601,66696,79420,70864,57110,43444,42605,50081,40101,27853,14751,4442,790,77,180700,18332,893111
1202,東葛南部,12,千葉県,female,33549,35839,37721,39993,51076,53230,52363,56454,63555,75394,66178,52318,41941,46858,58104,49807,36319,22644,10600,3010,522,227864,15986,903461
1203,東葛北部,12,千葉県,male,27958,29879,30781,31304,36157,35640,39570,45708,51137,59514,51257,41956,35124,38502,46289,37249,25019,12989,4168,710,71,164997,15224,696206
1203,東葛北部,12,千葉県,female,27033,28447,28979,30116,34301,35182,38180,43305,47917,55639,48221,40406,36140,43219,53459,44114,31359,20434,9819,2889,494,205787,11838,711491
1204,印旛,12,千葉県,male,12939,15665,16863,17253,17449,16377,18476,21641,24810,28983,24658,21307,21284,25263,27651,20401,12513,5986,2032,322,31,94199,4025,355929
1204,印旛,12,千葉県,female,12377,14827,15902,16356,17258,15522,17433,20777,23539,27627,23528,21637,22269,26619,29521,21848,14750,9895,5146,1565,271,109615,3741,362408
1205,香取海匝,12,千葉県,male,3344,4351,4983,5473,5450,5451,6171,6881,7839,9247,8484,9076,9752,11300,11604,7427,5705,3434,1442,247,21,41180,1276,128958
1205,香取海匝,12,千葉県,female,3179,4096,4797,5239,4490,4496,5259,6080,7071,8587,8225,8901,9766,11152,11947,9113,8175,6772,3861,1074,157,52251,956,133393
1206,山武長生夷隅,12,千葉県,male,5278,6809,7955,8963,9053,7779,8623,10395,11923,14801,13457,13374,14812,17596,19209,13489,8976,5187,2173,369,38,67037,2282,202541
1206,山武長生夷隅,12,千葉県,female,5013,6469,7378,8267,7617,6685,7762,9631,11212,13718,13323,13613,14874,17460,19565,14996,11815,9270,5470,1597,288,80461,1671,207694
1207,安房,12,千葉県,male,1448,1856,2190,2328,1654,1880,1943,2420,3089,3813,3519,3443,4033,5101,6280,4517,3125,1995,913,205,27,22163,1658,57437
1207,安房,12,千葉県,female,1314,1766,2058,2151,1885,1849,1883,2475,3190,3731,3555,3416,3995,5344,6482,5164,4261,3692,2284,823,152,28202,1186,62656
1208,君津,12,千葉県,male,5693,6651,7033,8092,7836,8273,9061,9517,10954,13283,10912,9819,9915,11561,12167,9547,6023,3187,1161,193,23,43862,3220,164121
1208,君津,12,千葉県,female,5620,6292,6569,6855,6586,6573,7582,8755,9728,11645,10113,9308,9365,11475,13262,10860,7704,5601,3102,878,167,53049,2559,160599
1209,市原,12,千葉県,male,4530,5189,5741,6294,6515,7191,7475,7998,9110,11209,9532,8427,8468,10134,10408,7923,5089,2371,852,137,10,36924,3835,138438
1209,市原,12,千葉県,female,4215,4975,5396,5799,5798,5486,6001,7110,7866,9813,8576,7880,8093,9526,10763,8798,5951,4082,1949,575,93,41737,2341,131086
1301,区中央部,13,東京都,male,22216,19718,15876,13505,21941,33960,36999,40183,40960,41365,36303,30042,21949,18572,20569,14141,9647,6218,2300,429,59,71935,15095,462047
1301,区中央部,13,東京都,female,21280,19115,15284,13486,21896,33700,38178,41356,42515,43856,36717,28605,20877,18990,22775,18538,15224,11801,6083,1917,348,95676,13270,485811
1302,区南部,13,東京都,male,22490,21246,19510,19636,31009,42424,42469,43817,44026,48936,44398,36842,27955,26510,30022,21735,14385,8335,3174,632,73,104866,31528,581152
1302,区南部,13,東京都,female,21728,20361,18932,19034,33497,42367,40872,41876,42216,47140,40558,32617,26652,26824,32762,27043,21922,16507,8429,2608,426,136521,25046,589417
1303,区西南部,13,東京都,male,28462,28763,26558,26444,40483,49527,51697,56085,59156,59133,54463,46657,34825,29582,32663,23233,16578,11199,4647,986,115,119003,18063,699319
1303,区西南部,13,東京都,female,27005,27527,25156,25376,42884,53883,55723,60123,63819,66821,58427,47805,36472,32319,38401,31734,26595,22212,12497,3720,633,168111,17184,776316
1304,区西部,13,東京都,male,21762,19846,18086,19258,37482,52185,51199,51718,49593,49868,44023,37361,29090,26186,28967,20620,14431,9398,3829,764,93,104288,45889,631648
1304,区西部,13,東京都,female,21325,19095,17155,19199,40680,52188,49495,47046,46608,49488,43486,36582,29198,27357,32507,27154,22722,18370,10118,3042,577,141847,40333,653725
1305,区西北部,13,東京都,male,36502,36172,34243,36829,60013,72192,70853,72758,74642,79766,71924,61715,49383,47792,51934,37548,26608,16693,6370,1225,120,188290,29976,975258
1305,区西北部,13,東京都,female,35158,34373,32502,36815,64815,75911,70615,68608,69554,76487,68623,58442,47661,47259,56864,48941,41906,32415,16611,4694,840,249530,29551,1018645
1306,区東北部,13,東京都,male,24746,26192,26669,27380,38090,44037,42901,45275,49783,58581,53183,45033,35965,36274,40205,30647,21985,12757,3928,660,75,146531,16483,680849
1306,区東北部,13,東京都,female,23784,25192,25032,26445,36507,42155,40173,42205,46283,54150,48894,41263,33156,35033,42474,39120,33272,22893,10084,2677,481,186034,13489,684762
1307,区東部,13,東京都,male,31261,31152,30071,30363,40181,50533,51211,56017,58310,67434,60757,48989,36182,35565,39187,29191,20386,11096,3250,571,52,139298,12370,744129
1307,区東部,13,東京都,female,29811,29817,28658,29504,39880,48967,50592,53082,55714,64140,55805,43231,33841,35349,42856,37222,29754,19750,8877,2381,387,176576,10580,750198
1308,西多摩,13,東京都,male,5871,7164,8217,8739,9652,8862,9198,10351,12296,15742,14442,12592,11545,12744,14068,11301,7667,4126,1472,296,35,51709,2629,189009
1308,西多摩,13,東京都,female,5476,6879,7760,8349,8558,7728,7974,9309,11180,14266,13320,11966,10941,12926,15276,13018,9690,7268,4118,1387,296,63979,2349,190034
1309,南多摩,13,東京都,male,24580,29152,31853,37839,46452,34312,34860,41206,48691,59332,55583,45874,37234,38857,45295,36488,26250,14451,4804,859,73,167077,21203,715248
1309,南多摩,13,東京都,female,23045,27487,30525,35003,41158,31511,32717,39013,46828,57614,52139,43858,37607,42456,52073,45020,33785,22652,11286,3347,599,211218,16000,725723
1310,北多摩西部,13,東京都,male,12670,13841,14120,15096,18202,18391,19093,20796,23584,27165,25611,22145,17471,17649,19350,14797,10319,6256,2215,373,31,70990,5449,324624
1310,北多摩西部,13,東京都,female,11980,13035,13528,14930,18678,17573,17793,19390,21968,26296,24318,20855,17175,18236,21937,18776,15095,10520,5059,1350,266,91239,5250,334008
1311,北多摩南部,13,東京都,male,21148,22484,21610,22811,32417,30816,31525,35938,39237,43215,40153,34823,26639,24284,26381,19148,13753,9163,3595,714,65,97103,17752,517671
1311,北多摩南部,13,東京都,female,19984,21534,20295,22310,32043,31509,31368,35498,38461,42721,39588,33130,26096,25214,29836,25265,20856,16440,8447,2450,467,128975,20607,544119
1312,北多摩北部,13,東京都,male,14177,15671,16235,17733,20723,17872,19347,22674,25415,29981,28269,25032,20090,19695,21049,16200,12424,8053,2851,483,51,80806,10498,364523
1312,北多摩北部,13,東京都,female,13698,15024,15139,17133,21134,18453,19292,22034,24608,29672,27779,24667,20475,20566,24517,21675,18556,13751,6482,1799,330,107676,8114,384898
1313,島しょ,13,東京都,male,490,509,501,496,274,527,693,805,857,1059,897,890,914,1092,1173,746,487,333,116,28,0,3975,24,12911
1313,島しょ,13,東京都,female,413,475,439,363,174,362,603,649,670,783,620,669,754,932,1078,843,658,600,329,112,17,4569,7,11550
1404,川崎北部,14,神奈川県,male,17894,18656,18697,19328,26762,27259,27017,29936,32538,36643,34927,28894,21270,19433,21094,15934,11165,6577,2387,475,57,77122,13150,430093
1404,川崎北部,14,神奈川県,female,17213,17668,17561,19076,27112,27180,26538,28572,31341,36044,33240,26678,20597,20425,23775,19848,15352,11233,5688,1718,306,98345,13237,440402
1405,川崎南部,14,神奈川県,male,14937,13951,13125,13055,18843,26415,26539,27635,27983,30783,26499,21252,16362,15671,16152,11611,7483,4146,1632,309,31,57035,11265,345679
1405,川崎南部,14,神奈川県,female,14073,13213,12502,12125,17445,22604,23441,23880,24747,26548,22306,17689,14168,14362,16296,13189,10819,8282,4262,1202,237,68649,8698,322088
1406,横須賀・三浦,14,神奈川県,male,10393,13076,14460,17246,16922,13722,14837,17451,21927,28235,26505,22878,19750,21347,25979,21189,15251,9323,3304,591,69,97053,1930,336385
1406,横須賀・三浦,14,神奈川県,female,9850,12451,13917,15006,14734,12270,13604,16979,21810,28235,25898,22490,19839,22973,30063,26642,20479,15184,8002,2414,472,126229,1885,355197
1407,湘南東部,14,神奈川県,male,14529,16565,17045,17390,18154,16702,18136,21970,26497,31501,28824,24088,18785,19016,22020,17568,12518,6910,2397,452,58,80939,6545,357670
1407,湘南東部,14,神奈川県,female,13778,15723,16389,17043,17013,15684,17481,22261,26400,31249,27496,22675,18794,20678,25605,21512,16433,11481,5888,1781,332,103710,4276,369972
1408,湘南西部,14,神奈川県,male,9611,11341,12521,14366,16607,13711,14063,16380,19678,23592,22149,18694,16552,18561,21673,16725,10976,5629,2008,375,39,75986,6121,291372
1408,湘南西部,14,神奈川県,female,8862,10849,12000,13235,14101,11988,12614,15347,18343,22410,20051,17748,16410,19513,23702,19077,13652,9353,4989,1592,278,92156,4353,290467
1409,県央,14,神奈川県,male,15864,17787,19049,20059,23494,23571,24393,26975,31633,38640,34611,27684,22781,24342,27975,22125,15116,6897,2223,367,39,99084,8952,434577
1409,県央,14,神奈川県,female,15220,17086,18093,18937,20763,20511,21296,24330,28558,34904,30730,25067,21656,25314,31522,26128,17749,11042,5225,1627,254,118861,7946,423958
1410,相模原,14,神奈川県,male,12490,14471,15337,16343,19783,18845,19454,21909,25624,31216,28514,23662,19365,20554,22724,18687,12935,6243,2108,337,45,83633,11547,362193
1410,相模原,14,神奈川県,female,12014,13607,14613,16083,19848,18017,17680,20338,23491,28774,26213,22013,18688,21163,26176,22110,15575,9922,4902,1496,259,101603,10318,363300
1411,県西,14,神奈川県,male,5072,6224,6893,7561,7502,6969,7418,8647,10354,13111,12400,11191,10301,11399,13145,9969,6853,3932,1398,294,26,47016,2335,162994
1411,県西,14,神奈川県,female,4772,5852,6659,7324,7731,6670,6960,8435,10064,12515,11991,10884,10337,12136,14619,12396,9614,6901,3611,1104,193,60574,2731,173499
1412,横浜,14,神奈川県,male,68915,77109,80567,85311,101848,99956,102213,115949,131966,158797,152451,129212,101496,100014,111565,84955,61066,35195,12542,2220,238,407795,53720,1867305
1412,横浜,14,神奈川県,female,65760,73206,76253,81761,98774,96298,98388,111805,127867,156676,145746,121013,98782,102498,123429,104996,82682,59432,29575,8663,1513,512788,45069,1910186
1501,下越,15,新潟県,male,3224,3983,4164,4811,3908,4224,4733,5463,6165,6673,6319,6437,7075,8003,8125,5222,4160,2732,1069,189,19,29519,495,97193
1501,下越,15,新潟県,female,3049,3846,3871,4191,3315,3740,4364,4982,5829,6315,6059,6359,7032,8445,8582,6622,6425,5577,3308,962,168,40089,376,103417
1502,新潟,15,新潟県,male,15346,17699,18746,20417,19873,18697,21850,25099,29853,32925,28844,27066,27006,30762,31774,21592,15939,9661,3881,745,97,114451,9154,427026
1502,新潟,15,新潟県,female,14445,16905,17913,19631,19351,18840,21881,25082,29185,32703,28863,27847,27955,32773,35574,26561,23553,18947,10996,3584,649,152637,7297,460535
1503,県央,15,新潟県,male,3343,4160,4645,4722,4045,4443,5297,5928,7174,7940,7272,6988,7294,8310,8379,5881,4626,2619,1009,168,15,31007,720,104978
1503,県央,15,新潟県,female,3297,3980,4396,4502,3688,4079,4705,5673,6788,7801,7131,7034,7156,8680,9191,7201,6530,5001,2756,861,146,40366,642,111238
1504,中越,15,新潟県,male,7218,8558,9392,9727,9114,9162,10480,12211,14440,15847,13938,13545,14233,15969,16706,11139,8642,5493,2393,434,55,60831,2973,211669
1504,中越,15,新潟県,female,6838,8190,8955,9051,7589,8109,9529,11270,13435,15017,13359,13285,14279,16692,17445,13411,12162,10142,5993,1999,336,78180,1533,218619
1505,魚沼,15,新潟県,male,2420,2873,3369,3163,2250,2904,3326,4089,4726,5073,4830,4930,5924,7093,6644,4400,3698,2463,1128,256,22,25704,605,76186
1505,魚沼,15,新潟県,female,2362,2821,3141,3043,2168,2629,2995,3776,4507,4780,4571,4723,5636,6998,6476,5175,4878,4290,3029,1115,188,32149,423,79724
1506,上越,15,新潟県,male,4125,5171,5757,5573,4728,5478,6111,6879,8210,9098,8479,8242,8833,10037,10551,7201,5537,3578,1440,299,33,38676,1377,126737
1506,上越,15,新潟県,female,3977,4755,5403,5082,4089,4548,5420,6476,7680,8657,8091,8023,8656,10258,10890,8584,7934,6865,4176,1437,255,50399,1202,132458
1507,佐渡,15,新潟県,male,697,941,1071,832,600,847,963,1211,1379,1509,1561,1759,2007,2203,2516,1606,1438,1061,473,109,9,9415,89,24881
1507,佐渡,15,新潟県,female,673,855,906,820,528,754,876,1049,1313,1338,1368,1662,1903,2114,2458,2025,2217,2062,1181,391,64,12512,54,26611
1601,新川,16,富山県,male,1698,1993,2401,2431,2217,2584,2555,2927,3520,4395,3723,3652,3602,3950,4814,3478,2367,1486,662,110,11,16878,1284,55860
1601,新川,16,富山県,female,1612,1930,2179,2227,1790,2001,2271,2623,3232,4139,3698,3623,3595,4279,5516,4275,3561,3117,1801,602,112,23263,1050,59233
1602,富山,16,富山県,male,8909,9800,10735,11821,11863,11735,12392,13809,16615,20200,16835,14601,13745,15434,18235,13068,8851,5192,2051,370,47,63248,4501,240809
1602,富山,16,富山県,female,8402,9268,10227,10718,10264,10485,11315,13027,15625,19525,16340,14968,14315,16702,20766,16604,12878,10407,5867,1845,297,85366,2908,252753
1603,高岡,16,富山県,male,4901,5601,6167,6592,6032,6208,6780,7797,9595,11989,9454,8723,8625,9971,12776,8823,5610,3548,1386,305,35,42454,4700,145618
1603,高岡,16,富山県,female,4479,5217,5828,6158,5509,5529,6090,7324,9014,11369,9599,9032,9292,11157,14422,10720,8560,7133,4056,1344,244,57636,3391,155467
1604,砺波,16,富山県,male,1936,2482,2672,2682,2322,2661,2709,3238,4074,4570,3782,3693,3995,4595,5689,3492,2499,1759,838,187,24,19083,451,60350
1604,砺波,16,富山県,female,1914,2220,2606,2566,2238,2299,2517,3011,3791,4458,3761,3827,4144,4885,5691,4207,3800,3443,2202,728,124,25080,292,64724
1701,南加賀,17,石川県,male,4296,4954,5378,5371,5425,5476,5610,6126,7374,9192,7382,6649,6093,6738,8479,6115,3957,2303,963,198,32,28785,1169,109280
1701,南加賀,17,石川県,female,3933,4623,5233,5124,4387,4678,5093,5759,6955,8745,7505,6981,6661,7505,9701,7419,5581,4618,2613,891,151,38479,658,114814
1702,石川中央,17,石川県,male,14539,16074,16639,19467,21566,17618,18806,20834,24749,29261,23719,20692,19488,20614,24560,16737,10323,6343,2516,480,41,81614,10396,355462
1702,石川中央,17,石川県,female,13876,15392,16087,17479,18725,17099,18579,20818,24493,29028,24167,21901,20784,22419,27883,20479,15198,12370,7133,2233,430,108145,7285,373858
1703,能登中部,17,石川県,male,1594,2049,2298,2328,1778,2009,2243,2520,3378,4223,3575,3593,4033,4835,6075,3926,2723,1667,708,161,22,20117,474,56212
1703,能登中部,17,石川県,female,1457,1905,2327,2389,1857,1899,1988,2458,3149,3952,3519,3712,4240,5249,6345,4765,3981,3411,2145,703,139,26738,196,61786
1704,能登北部,17,石川県,male,648,738,897,1450,782,768,887,1113,1472,1632,1594,1904,2388,2994,3468,2249,1761,1263,537,109,18,12399,145,28817
1704,能登北部,17,石川県,female,577,715,867,1113,524,682,724,981,1282,1515,1606,1823,2441,2992,3685,2977,2908,2651,1587,494,89,17383,64,32297
1801,福井・坂井,18,福井県,male,7506,8631,9406,9901,9568,9019,9892,11029,12670,14754,12549,12328,11773,12574,14084,9868,6925,4536,1843,353,38,50221,3637,192884
1801,福井・坂井,18,福井県,female,7136,8134,8879,8863,8415,8557,9668,10900,12297,14667,12876,12800,12554,13653,15494,12059,9889,8314,4762,1557,279,66007,2661,204414
1802,奥越,18,福井県,male,799,1014,1147,1078,869,1006,1158,1332,1551,1724,1420,1670,1964,2351,2359,1507,1168,809,352,71,7,8624,222,25578
1802,奥越,18,福井県,female,813,952,1089,1017,868,912,1047,1285,1494,1582,1562,1814,2029,2360,2340,1910,1810,1544,990,332,45,11331,63,27858
1803,丹南,18,福井県,male,3507,4127,4452,4472,3811,4488,4710,5175,6065,6899,5676,5407,5334,6034,6614,4589,3244,2141,955,171,27,23775,807,88705
1803,丹南,18,福井県,female,3354,3745,4250,4270,3638,4006,4479,4880,5790,6441,5569,5514,5595,6425,7058,5393,4650,3914,2367,799,138,30744,476,92751
1804,嶺南,18,福井県,male,2553,2823,3136,2876,2525,3291,3412,3669,4359,4865,4247,4624,4594,4843,5026,3380,2371,1662,720,129,17,18148,1684,66806
1804,嶺南,18,福井県,female,2365,2782,2944,2724,2076,2495,2967,3457,3942,4574,4071,4175,4360,4780,5363,4228,3621,3245,1930,580,87,23834,1101,67867
1901,中北,19,山梨県,male,8409,9309,10157,12038,10845,10454,11109,12585,14855,17415,16031,14725,13512,14562,15594,11475,7936,4966,2079,443,45,57100,7660,226204
1901,中北,19,山梨県,female,8052,8859,9730,10425,9618,9557,10521,12234,14305,16757,15469,14550,13998,15490,17340,13761,11049,8805,5229,1823,337,73834,5495,233404
1902,峡東,19,山梨県,male,2075,2534,2906,3078,2572,2442,2775,3218,3786,4769,4589,4107,4253,4638,4901,3613,2658,1641,810,180,15,18456,1036,62596
1902,峡東,19,山梨県,female,2052,2474,2660,2870,2534,2452,2661,3188,3857,4671,4644,4266,4349,4847,5332,4380,3535,2927,1744,644,118,23527,818,67023
1903,峡南,19,山梨県,male,561,685,952,913,844,905,967,1006,1334,1521,1525,1714,1863,2124,2076,1507,1238,823,391,95,14,8268,303,23361
1903,峡南,19,山梨県,female,532,687,836,832,662,690,768,928,1142,1410,1528,1595,1795,1973,2126,1907,1730,1538,1091,393,68,10826,244,24475
1904,富士・東部,19,山梨県,male,2716,3108,3368,4278,4393,4030,4086,4460,4638,5897,5996,6140,6059,6754,6308,4628,3319,2105,899,192,20,24225,1754,85148
1904,富士・東部,19,山梨県,female,2595,3062,3310,4532,4186,3232,3536,3938,4577,5566,5903,6104,6056,6591,6477,5343,4637,3656,2139,684,121,29648,1518,87763
2001,佐久,20,長野県,male,3674,4163,4561,4618,3797,4653,5086,5622,6486,7174,6582,6557,6588,7555,7715,5541,4016,2770,1356,285,31,29269,1741,100571
2001,佐久,20,長野県,female,3450,4035,4444,4299,3477,3950,4593,5204,6285,6949,6588,6440,6706,7462,7890,6354,5254,4748,3179,1139,203,36229,1196,103845
2002,上小,20,長野県,male,3345,4019,4325,4542,4390,4306,4803,5152,6255,7330,6334,6067,5940,6580,7041,5532,3760,2470,1143,239,19,26784,1299,94891
2002,上小,20,長野県,female,3237,3904,4162,4381,3828,3755,4534,5000,6033,6923,6420,6179,6072,6754,7654,6229,5072,4264,2697,876,137,33683,896,99007
2003,諏訪,20,長野県,male,3397,4002,4462,4571,4056,4032,4394,5020,6318,7745,6709,5884,5577,6085,7350,5922,4382,2673,1212,267,19,27910,1034,95111
2003,諏訪,20,長野県,female,3227,3781,4245,4247,3268,3607,4085,4741,6054,7185,6293,5590,5695,6618,8079,7132,5630,4343,2996,900,149,35847,862,98727
2004,上伊那,20,長野県,male,3282,3839,4384,4083,3473,3990,4242,4767,6045,6846,5929,5609,5514,5960,6317,5052,3576,2463,1111,224,19,24722,1562,88287
2004,上伊那,20,長野県,female,3076,3742,4166,3908,3294,3536,3804,4496,5620,6567,5733,5485,5473,6078,7052,5882,4749,3964,2570,865,117,31277,1428,91605
2005,飯伊,20,長野県,male,2911,3440,3713,3279,2537,3168,3503,3964,4730,5309,4887,4750,4857,5563,5748,4428,3471,2449,1191,281,24,23155,744,74947
2005,飯伊,20,長野県,female,2669,3229,3583,3452,2611,2936,3300,3872,4582,5229,4752,4842,5150,5656,6041,5288,4716,4059,2794,980,168,29702,490,80399
2006,木曽,20,長野県,male,286,370,521,499,365,438,502,513,638,767,830,932,941,1129,1208,830,719,515,205,32,5,4643,107,12352
2006,木曽,20,長野県,female,298,404,434,448,330,338,428,493,604,675,736,840,860,1111,1211,1118,1057,898,552,189,41,6177,59,13124
2007,松本,20,長野県,male,7926,9095,9834,10662,9255,10099,10355,11880,14332,17020,15007,12926,11888,12708,14303,10952,7920,5215,2264,502,45,53909,3397,207585
2007,松本,20,長野県,female,7636,8457,9253,9432,8591,9068,9783,11566,13935,16186,14492,12907,12196,13486,15807,12988,10686,8823,5487,1819,329,69425,3156,216083
2008,大北,20,長野県,male,811,1012,1138,1162,934,1008,1035,1291,1800,1995,1923,1838,1819,2195,2505,1793,1270,933,429,88,2,9215,394,27375
2008,大北,20,長野県,female,725,940,1059,1171,924,890,992,1253,1627,2008,1851,1818,1843,2183,2636,2054,1693,1521,987,352,62,11488,268,28857
2009,長野,20,長野県,male,8982,10525,11676,12019,9956,10402,11769,13687,16862,20132,17685,16300,15973,17080,19050,14641,10258,6750,3074,630,57,71540,11708,259216
2009,長野,20,長野県,female,8559,10153,11299,11357,9168,10005,11482,13340,16568,19551,17567,16828,16524,18289,20864,17184,14168,11509,7372,2359,425,92170,8915,273486
2010,北信,20,長野県,male,1271,1593,1787,1764,1264,1507,1653,2080,2424,2784,2641,2795,2919,3401,3637,2302,1834,1368,591,130,13,13276,296,40054
2010,北信,20,長野県,female,1228,1501,1633,1630,1239,1386,1598,2000,2475,2713,2597,2781,2972,3351,3517,2795,2647,2276,1411,452,72,16521,215,42489
