area_code,area_name,pref_code,pref_name,sex,pop_0_4,pop_5_9,pop_10_14,pop_15_19,pop_20_24,pop_25_29,pop_30_34,pop_35_39,pop_40_44,pop_45_49,pop_50_54,pop_55_59,pop_60_64,pop_65_69,pop_70_74,pop_75_79,pop_80_84,pop_85_89,pop_90_94,pop_95_99,pop_100plus,pop_65plus,pop_age_unknown,pop_total_census
2101,岐阜,21,岐阜県,male,14751,16936,18215,19331,18989,17156,18921,21156,25113,30584,26168,23290,20974,22684,26833,20569,14358,7997,2804,499,51,95795,15877,383256
2101,岐阜,21,岐阜県,female,14159,16106,17313,19160,19244,17360,18688,21405,24976,30936,27097,24651,22412,25621,30626,25038,19489,13756,6965,2040,326,123861,12927,410295
2102,西濃,21,岐阜県,male,6070,7715,8529,9088,8353,7925,8723,9799,11742,14061,11779,10989,10626,12225,13715,9795,6745,3876,1510,271,21,48158,1296,174853
2102,西濃,21,岐阜県,female,5679,7225,8210,8954,8084,7113,7870,9386,11181,13447,11856,11579,11608,13166,14758,11524,9175,6839,3587,1128,175,60352,1042,183586
2103,中濃,21,岐阜県,male,6467,8089,8665,8854,8054,8028,8879,10157,11822,13367,11429,10825,11202,12714,14157,9717,6846,4244,1812,343,38,49871,3101,178810
2103,中濃,21,岐阜県,female,6255,7858,8286,8255,7413,7201,8257,9755,11202,12791,11257,11623,11864,13449,14616,10901,8989,7220,4400,1414,244,61233,2222,185472
2104,東濃,21,岐阜県,male,5365,6693,7305,7770,6756,6996,7638,8794,10057,11795,10678,10503,10074,11189,12554,9010,6645,4044,1634,287,26,45389,1135,156948
2104,東濃,21,岐阜県,female,5065,6267,6910,7099,6730,6360,7037,8092,9489,11358,10639,10609,10821,11911,13653,11021,9230,7370,4373,1306,235,59099,1051,166626
2105,飛騨,21,岐阜県,male,2390,2836,3140,2942,2053,2526,2954,3395,4288,5042,4390,4454,4382,4897,5781,4071,3284,2224,888,181,19,21345,432,66569
2105,飛騨,21,岐阜県,female,2259,2678,3084,2767,1876,2305,2701,3381,4040,4880,4398,4598,4539,5311,6357,5312,4788,3829,2187,743,121,28648,173,72327
2201,賀茂,22,静岡県,male,560,800,954,924,696,820,926,1079,1431,2036,1996,1993,2141,2706,3322,2447,1767,1039,513,100,11,11905,82,28343
2201,賀茂,22,静岡県,female,531,802,1012,893,693,719,781,1041,1380,1876,1923,1834,2091,2931,3541,3160,2414,1939,1150,389,57,15581,46,31203
2202,熱海伊東,22,静岡県,male,982,1297,1564,1583,1416,1427,1512,1738,2230,3278,3259,3054,3204,3919,5248,4299,2960,1556,564,115,16,18677,885,46106
2202,熱海伊東,22,静岡県,female,895,1200,1558,1634,1522,1424,1465,1697,2302,3350,3447,3258,3291,4459,6078,5606,4268,3065,1587,511,90,25664,886,53593
2203,駿東田方,22,静岡県,male,11075,13000,14290,15138,13724,15322,17022,18648,21778,25749,23281,20690,19189,21298,22867,17701,12137,6877,2590,472,59,84001,3171,316078
2203,駿東田方,22,静岡県,female,10689,12473,13868,14054,11912,13075,14897,16796,20186,24457,22219,20209,19284,22405,25346,21247,16740,12201,6834,2105,357,107235,2664,324018
2204,富士,22,静岡県,male,6704,8033,8885,8728,7441,9121,9855,11193,12688,15377,13922,12217,11377,12683,12871,9828,6789,3456,1287,244,20,47178,1339,184058
2204,富士,22,静岡県,female,6280,7699,8598,8386,7125,7753,8998,10197,11839,14353,13078,12028,11772,12943,14503,11901,9169,6708,3547,1123,167,60061,1272,189439
2205,静岡,22,静岡県,male,11859,13730,14732,15873,16107,16468,17334,19309,22032,27102,24419,22094,20227,22204,24645,19264,13691,7815,2900,530,46,91095,5431,337812
2205,静岡,22,静岡県,female,11109,13015,13829,14814,15208,15118,16336,18750,21325,26357,24226,22081,20717,23526,27862,23788,19034,14134,7509,2284,396,118533,4159,355577
2206,志太榛原,22,静岡県,male,7973,9815,10746,10654,8836,9945,11436,13016,15274,17417,14935,14224,14414,15357,16793,12475,8845,5312,2044,384,31,61241,1426,221352
2206,志太榛原,22,静岡県,female,7656,9465,10259,9691,8892,9235,10973,12709,14390,16392,14623,14283,14554,16539,18411,14472,11660,8901,4953,1597,247,76780,1279,231181
2207,中東遠,22,静岡県,male,9422,10998,11574,11024,9990,12219,13597,15311,16622,18042,14809,14183,14724,16418,16757,11019,7755,4659,2069,402,39,59118,3211,234844
2207,中東遠,22,静岡県,female,9012,10406,10940,10190,8747,9944,11972,13823,15231,16356,13571,13726,14615,16257,16751,12156,10034,8210,4904,1607,299,70218,2244,230995
2208,西部,22,静岡県,male,16606,19176,20203,20360,19234,20764,22865,25988,28753,33539,29670,27266,25704,26893,28859,21263,15483,9311,3507,730,60,106106,6291,422525
2208,西部,22,静岡県,female,15423,17945,19081,18649,17330,18261,20914,24610,27346,32042,27894,25870,25271,27265,30818,24903,20134,15855,8596,2819,499,130889,4553,426078
2302,海部,23,愛知県,male,5946,7004,7685,8216,8166,8032,8074,9042,11069,14594,12174,10255,8494,8791,11076,9283,6383,3062,972,154,15,39736,1722,160209
2302,海部,23,愛知県,female,5629,6537,7546,7986,8270,7394,7504,8639,10684,13748,11531,9943,8524,9819,12958,10892,7842,4916,2355,720,103,49605,1485,165025
2304,尾張東部,23,愛知県,male,10266,11558,11917,12043,12031,10891,12471,14292,16619,19680,16853,14030,11480,11696,14294,11885,8059,4152,1312,226,25,51649,8544,234324
2304,尾張東部,23,愛知県,female,9741,11074,11344,11738,11826,10431,11938,13961,16130,19362,16424,13841,11716,13127,16602,13844,9720,6492,3323,981,145,64234,7732,241492
2305,尾張西部,23,愛知県,male,9904,11601,12427,12610,12101,11726,12884,14392,17037,21596,18719,15968,13434,14543,16787,13744,10053,5027,1556,276,17,62003,4947,251349
2305,尾張西部,23,愛知県,female,9552,10761,11801,12510,12586,11716,12396,14135,16608,21275,18672,16154,13861,15767,19570,16545,12602,8193,3869,1084,197,77827,3621,263475
2306,尾張北部,23,愛知県,male,14344,16338,17550,18582,19359,18908,20200,21561,25599,31648,26837,21755,18009,19223,23782,19910,13837,6570,2118,366,14,85820,8226,364736
2306,尾張北部,23,愛知県,female,13756,15742,16985,17640,18089,17173,17956,20320,24543,30253,25544,21296,18323,21668,27604,23381,16196,10227,4945,1399,254,105674,7248,370542
2307,知多半島,23,愛知県,male,13510,15343,15697,16324,17631,18105,18856,20120,22419,26100,21937,18828,16253,16942,19534,15751,10577,5349,1919,328,29,70429,5364,316916
2307,知多半島,23,愛知県,female,12502,14436,14941,15033,15761,14878,16424,18363,20452,24244,20361,17913,16102,17689,21791,17591,13374,9097,4546,1390,229,85707,4462,311579
2308,西三河北部,23,愛知県,male,10002,11376,12168,14010,16482,16385,15691,16867,17807,20659,17821,14959,12701,12787,15161,11155,6898,3269,1216,197,16,50699,5194,252821
2308,西三河北部,23,愛知県,female,9605,10788,11407,12196,12313,11692,12656,13912,15587,18664,15874,13199,12198,13604,15829,11792,7826,5210,2705,834,146,57946,3424,231461
2309,西三河南部西,23,愛知県,male,15980,17140,17746,18664,21098,23790,24623,24533,26089,29438,25689,22064,17897,18206,20114,14372,9675,5374,1892,381,21,70035,6307,361093
2309,西三河南部西,23,愛知県,female,14867,16406,16613,16831,17609,18536,19862,21204,22639,26631,23040,20090,16928,18505,21130,16596,12730,9248,4642,1305,210,84366,4912,340534
2310,西三河南部東,23,愛知県,male,9576,10942,10978,10714,10902,12571,13642,14897,15826,17969,15008,13047,11483,12028,13080,9228,5980,3179,1192,192,27,44906,2762,215223
2310,西三河南部東,23,愛知県,female,9089,10307,10261,10147,10266,10672,11806,13160,14661,16453,13760,12372,11514,12539,13895,10312,7464,5703,3030,881,146,53970,3442,211880
2311,東三河北部,23,愛知県,male,732,976,1090,1196,922,848,1105,1408,1596,1701,1532,1683,1885,2252,2515,1660,1262,942,435,87,11,9164,228,26066
2311,東三河北部,23,愛知県,female,648,942,1008,1039,860,845,904,1232,1348,1539,1420,1679,1985,2285,2361,1868,1773,1528,927,340,72,11154,82,26685
2312,東三河南部,23,愛知県,male,13587,15973,17015,17378,18138,17924,19420,21637,23910,28719,24161,21788,19922,20275,23293,17069,11506,6649,2437,440,38,81707,6319,347598
2312,東三河南部,23,愛知県,female,13087,15214,16025,16086,16048,15753,17388,19730,22178,26242,22527,21323,19807,21399,25499,20137,15673,11452,6012,1889,328,102389,4084,347881
2313,名古屋・尾張中部,23,愛知県,male,49839,51530,51465,53004,64876,71780,73122,79032,84613,99196,88381,77310,63847,64660,73626,56079,39045,22184,7622,1314,133,264663,58509,1231167
2313,名古屋・尾張中部,23,愛知県,female,47661,48872,49290,50955,64860,70066,70173,74932,81311,95478,84490,75033,63475,66874,81609,69267,56225,40746,19600,5653,946,340920,52843,1270359
2405,桑員,24,三重県,male,4056,4823,5102,5111,5401,5319,5859,6557,7429,8564,7299,6722,6041,6681,7637,5617,3732,2004,759,161,12,26603,1950,106836
2405,桑員,24,三重県,female,3847,4601,4936,5088,4920,4710,5101,5986,6783,8165,7119,6741,6427,7252,8276,6334,4799,3546,1870,630,95,32802,1331,108557
2406,三泗,24,三重県,male,7297,8195,8705,8959,9603,11462,10726,11469,13109,16425,13948,12190,9875,9974,11648,9047,6295,3310,1124,181,13,41592,2268,185823
2406,三泗,24,三重県,female,7030,7899,8289,8718,8689,9095,9552,10200,12174,14944,12749,11624,10092,10844,13113,10908,8180,5874,2800,796,122,52637,2612,186304
2407,鈴亀,24,三重県,male,4322,5048,5551,5920,5442,5488,5869,6657,7752,9745,8199,7530,6399,6689,7767,6057,3723,2042,799,140,10,27227,11362,122511
2407,鈴亀,24,三重県,female,4079,4879,5342,5630,5333,4854,5582,6214,7569,9268,8025,7195,6521,7493,8604,6481,4831,3540,1944,520,106,33519,8984,122994
2408,津,24,三重県,male,5110,5796,6179,6614,6986,6241,6905,7639,8810,10367,9008,8442,8032,8415,9302,7140,5235,3375,1405,189,22,35083,2325,133537
2408,津,24,三重県,female,4665,5452,5978,6206,6526,5977,6535,7412,8542,10128,8990,8816,8356,9089,10628,8719,7428,5654,3043,942,159,45662,1755,141000
2409,伊賀,24,三重県,male,2682,3245,3598,3879,3380,3837,4236,4655,5181,5741,4820,4714,5120,6238,6703,4613,3251,1914,782,141,16,23658,1553,80299
2409,伊賀,24,三重県,female,2540,3207,3477,3598,3032,3100,3702,4376,5035,5522,4846,5286,5594,6617,7216,5533,4348,3510,2108,678,100,30110,1429,84854
2410,松阪,24,三重県,male,3805,4477,4960,4908,3829,4334,5094,5562,6690,7868,6790,6420,6570,7232,7682,5667,4262,2922,1257,216,25,29263,964,101534
2410,松阪,24,三重県,female,3578,4156,4683,4604,4103,4300,4976,5710,6535,7999,7076,6942,7113,7632,8500,7023,5922,4997,2920,922,152,38068,717,110560
2411,伊勢志摩,24,三重県,male,3336,4083,4547,4897,4017,3996,4610,5226,5993,7339,6921,7288,7093,7868,8833,6394,5108,3310,1316,203,19,33051,1302,103699
2411,伊勢志摩,24,三重県,female,3255,3827,4343,4637,4040,3890,4497,5325,6083,7779,7608,7915,7694,8787,9704,8421,7475,5982,3194,982,164,44709,923,116525
2412,東紀州,24,三重県,male,802,1065,1235,1017,740,917,1045,1334,1650,2049,1927,2103,2221,2754,2984,2433,1824,1207,482,81,8,11773,358,30236
2412,東紀州,24,三重県,female,799,1006,1203,1035,721,876,1070,1298,1657,2016,2070,2305,2407,2861,3547,3112,2750,2249,1232,498,67,16316,206,34985
2501,大津,25,滋賀県,male,6923,7983,8316,8882,8357,7235,8458,9474,11076,13357,11353,10585,9506,10210,11568,8250,5403,3131,1218,208,32,40020,5148,166673
2501,大津,25,滋賀県,female,6673,7572,8015,8432,8290,7402,8472,9886,11700,13856,12193,11254,10398,10973,13051,9796,7248,5447,3028,866,149,50558,3696,178397
2502,湖南,25,滋賀県,male,8206,9137,9288,9637,11367,9206,9731,11254,12956,14674,11562,9538,7710,8441,9586,7449,4726,2383,885,141,17,33628,4855,172749
2502,湖南,25,滋賀県,female,7720,8609,8888,8774,8875,8249,9413,11155,12911,14509,11412,9204,8021,9271,11111,8026,5575,3921,2141,692,117,40854,5139,173733
2503,甲賀,25,滋賀県,male,2815,3218,3581,3766,3777,3725,4227,4462,4744,5810,4600,4371,4383,4824,4974,3314,2320,1335,547,87,10,17411,1292,72182
2503,甲賀,25,滋賀県,female,2588,3023,3202,3441,3184,3060,3661,3899,4529,5055,4327,4390,4563,4746,5151,3794,2861,2402,1440,432,59,20885,829,70636
2504,東近江,25,滋賀県,male,4463,5504,5686,5730,5559,5974,6470,7144,7836,8442,7132,6709,6557,7422,8022,5457,3710,2226,903,161,24,27925,1588,112719
2504,東近江,25,滋賀県,female,4356,5219,5364,5291,4948,4890,5644,6607,7540,7979,6929,6817,6701,7767,8286,6178,4980,4015,2371,768,151,34516,1174,113975
2505,湖東,25,滋賀県,male,3168,3669,3839,4144,4403,4045,4322,4607,5194,6004,4944,4442,4269,4571,4858,3460,2306,1491,644,93,10,17433,2404,76887
2505,湖東,25,滋賀県,female,2920,3512,3648,3889,3793,3321,3898,4395,5157,5749,4876,4575,4500,4774,5188,4017,3316,2632,1510,497,92,22026,2162,78421
2506,湖北,25,滋賀県,male,2860,3425,3681,3770,3408,3324,3787,4189,4833,5370,4816,4433,4465,4848,5014,3760,2751,1797,776,133,12,19091,2005,73457
2506,湖北,25,滋賀県,female,2700,3256,3383,3611,3321,3130,3637,4132,4769,5340,4775,4809,4689,4921,5415,4571,3820,3066,1779,636,108,24316,1536,77404
2507,湖西,25,滋賀県,male,729,871,1010,1031,963,906,1023,1169,1271,1550,1389,1533,1679,1853,2040,1415,1022,746,323,49,6,7454,184,22762
2507,湖西,25,滋賀県,female,670,796,883,952,793,795,886,1078,1304,1452,1464,1552,1659,1875,2006,1710,1393,1203,729,231,47,9194,137,23615
2601,丹後,26,京都府,male,1426,1651,1900,1836,1034,1471,1751,2023,2410,3080,2751,3108,3220,3514,3938,2846,2155,1531,719,132,24,14859,264,42784
2601,丹後,26,京都府,female,1301,1592,1784,1703,985,1270,1618,1886,2273,2990,2902,3051,3166,3561,4334,3593,3251,2789,1779,695,154,20156,177,46854
2602,中丹,26,京都府,male,3531,3989,4229,5226,4023,4342,4706,5124,6084,7249,5998,5498,5519,5993,7290,5188,3717,2510,1138,223,29,26088,2381,93987
2602,中丹,26,京都府,female,3499,3910,4101,3951,3118,3376,4016,4642,5455,6677,5629,5421,5591,6290,8257,6317,5295,4541,2869,899,169,34637,1478,95501
2603,南丹,26,京都府,male,2125,2694,2935,3462,3185,2428,2794,3325,3877,4508,3917,3891,4026,4865,5396,3808,2533,1627,648,116,11,19004,988,63159
2603,南丹,26,京都府,female,1973,2523,2792,3108,3021,2373,2642,3306,3848,4436,4194,4221,4370,5105,5891,4406,3369,2708,1672,553,95,23799,945,67551
2604,京都・乙訓,26,京都府,male,27643,30165,31495,37522,50522,39154,39767,42892,49751,58948,52394,45906,39691,41698,52614,38796,27230,16296,5816,1072,117,183639,36412,765901
2604,京都・乙訓,26,京都府,female,26343,28646,29954,36977,49924,41517,41665,45975,52404,62927,55875,49594,42631,47596,62767,51215,39638,29579,15565,4943,1000,252303,34507,851242
2605,山城北,26,京都府,male,7516,9284,10501,11390,11594,8774,9428,11086,13939,17769,14600,12038,10745,12661,16497,13053,8358,4324,1454,222,30,56599,2570,207833
2605,山城北,26,京都府,female,7060,8698,9751,10904,10948,8493,9209,11270,14409,18077,14740,12865,11886,15081,19805,15175,10153,6981,3350,1049,197,71791,2056,222157
2606,山城南,26,京都府,male,2680,3206,3541,3380,2617,2059,2626,3479,4143,4891,3960,3329,3226,3559,4223,3079,1901,951,390,53,6,14162,505,57804
2606,山城南,26,京都府,female,2576,3064,3387,3283,2707,2300,2986,3708,4528,5135,4284,3761,3509,4121,4774,3298,2224,1644,1001,334,60,17456,630,63314
2701,豊能,27,大阪府,male,22606,25255,24815,25781,28885,23795,26350,30774,34579,41438,36931,31348,25400,25995,31893,24412,17774,10052,3500,622,60,114308,9992,502257
2701,豊能,27,大阪府,female,21677,24162,23427,24671,27603,25187,28293,32775,37645,44472,39567,33262,27807,30562,38315,32232,24906,17388,8631,2577,448,155059,8480,554087
2702,三島,27,大阪府,male,15499,16465,17949,18707,19075,17322,19407,21651,25236,30898,26501,21179,17848,19380,24130,20099,13841,6993,2332,366,35,87176,9596,364509
2702,三島,27,大阪府,female,14544,16256,16991,17770,19202,18147,19990,22250,26285,32221,27322,22131,19278,22749,29494,25144,17630,11620,5733,1694,284,114348,7567,394302
2703,北河内,27,大阪府,male,19433,21831,24482,27677,28326,24602,25203,27987,34712,46038,41608,34162,27950,31643,38929,32541,22093,10726,3201,548,64,139745,23706,547462
2703,北河内,27,大阪府,female,18607,20885,23570,26169,28588,24913,25653,28590,35707,47602,42675,35316,29291,35614,47765,41685,29093,17987,8255,2418,420,183237,21194,591997
2704,中河内,27,大阪府,male,14033,15658,17119,20070,22855,19699,20013,21097,24891,33068,30333,25573,20435,22193,27480,22573,15738,7820,2335,401,40,98580,15677,399101
2704,中河内,27,大阪府,female,13389,15071,16484,19150,21978,19622,19328,21132,25066,33672,30870,26491,21321,24871,33026,29567,22068,14178,6187,1877,308,132082,12600,428256
2705,南河内,27,大阪府,male,9804,11501,12788,14728,15045,12174,12618,13885,16583,22177,20137,18160,16304,18117,21679,18105,12360,6291,2068,351,32,79003,4604,279511
2705,南河内,27,大阪府,female,9394,10893,12247,14685,15711,12602,12736,14561,17695,23816,22440,20295,17947,20565,26197,22555,16471,10793,5444,1566,268,103859,4114,312995
2706,堺市,27,大阪府,male,15405,17487,19328,20077,19911,18733,19908,21754,26307,34038,28661,23593,19532,22179,27998,22751,15409,7869,2556,443,51,99256,9971,393961
2706,堺市,27,大阪府,female,14744,16692,18435,19400,19587,18941,19927,22757,27870,34928,29626,24934,21183,25930,34456,28842,21149,14089,7040,2023,346,133875,9301,432200
2707,泉州,27,大阪府,male,16090,18776,21371,24270,24566,20031,20052,22328,26697,35107,31473,27364,23237,25463,29609,23131,15614,7938,2595,425,42,104817,6101,422280
2707,泉州,27,大阪府,female,15209,18132,20346,23301,24069,19864,20383,23057,28093,37282,33367,28695,25129,28813,34693,29108,21842,15245,7394,2096,366,139557,5871,462355
2708,大阪市,27,大阪府,male,49484,49501,49682,52408,72879,88552,87102,87859,91731,107717,96314,82722,68056,72336,83159,60693,42681,24156,7928,1354,153,292460,50408,1326875
2708,大阪市,27,大阪府,female,47496,47375,47111,51957,78915,93772,90061,89025,93265,107445,95854,82860,68263,72839,89909,78280,65740,47490,22658,6287,1158,384361,47777,1425537
2801,神戸,28,兵庫県,male,26105,29766,32022,33332,34021,30558,34392,39003,44663,54724,48610,43894,40365,43776,50143,36847,25250,15250,5619,1086,95,178066,46931,716452
2801,神戸,28,兵庫県,female,24623,28480,30319,33033,37767,34175,36460,42087,49144,59778,53204,48924,45511,48854,58422,47761,37384,28806,14685,4433,750,241095,44100,808700
2804,東播磨,28,兵庫県,male,14864,16458,16595,17188,16630,17665,19713,21164,23741,28262,24138,20766,18814,21451,24835,19181,12102,6244,2117,351,31,86312,5395,347705
2804,東播磨,28,兵庫県,female,14210,15745,15928,16273,15920,16394,18503,21077,23604,28646,24832,22241,20239,23605,28718,23024,16088,11356,5540,1536,242,110109,4647,368368
2805,北播磨,28,兵庫県,male,4555,5383,5893,6311,5675,5855,6309,7001,7981,9727,8396,8089,8086,9195,10353,7816,5416,3340,1326,258,29,37733,1381,128375
2805,北播磨,28,兵庫県,female,4144,5187,5627,5923,5690,5334,5707,6613,7800,9585,8489,8268,8432,10090,11237,9292,6966,5607,3391,1125,214,47922,1039,135760
2808,但馬,28,兵庫県,male,2610,3243,3570,3398,2138,2750,3332,4000,4560,5387,4813,4932,5745,6199,6450,4576,3406,2579,1201,230,27,24668,611,75757
2808,但馬,28,兵庫県,female,2500,3012,3450,3117,2004,2543,3112,3858,4370,5108,4817,5259,5768,6506,6880,5800,5029,4656,2851,1036,191,32949,365,82232
2809,丹波,28,兵庫県,male,1718,2123,2222,2120,1661,1957,2282,2592,2964,3280,2863,2979,3468,3958,4225,2821,2091,1481,699,126,16,15417,629,48275
2809,丹波,28,兵庫県,female,1684,2044,2112,2065,1814,1885,2102,2507,2864,3258,3080,3294,3627,4037,4364,3442,2988,2771,1669,599,110,19980,491,52807
2810,淡路,28,兵庫県,male,2022,2453,2676,2614,1953,2153,2529,3037,3673,4326,3754,3830,4207,5124,5769,3733,2809,2071,953,200,24,20683,711,60621
2810,淡路,28,兵庫県,female,1945,2362,2566,2471,2074,2004,2533,3044,3672,4228,3937,4103,4493,5280,6082,4529,3898,3655,2325,793,145,26707,580,66719
2811,阪神,28,兵庫県,male,33535,37660,39693,41639,38964,35925,40088,46122,54108,67522,61607,52889,45007,47321,55553,42728,29813,16841,5938,1068,109,199371,33147,827277
2811,阪神,28,兵庫県,female,32167,35831,38035,40613,42677,39294,43134,50296,59561,74004,67573,58056,50045,54453,66103,54273,41740,29796,15266,4485,841,266957,29391,927634
2812,播磨姫路,28,兵庫県,male,15206,18182,19588,19726,18633,18655,20166,22659,26172,31701,26517,24571,23229,25852,29230,21453,14256,8252,2959,580,51,102633,7656,395294
2812,播磨姫路,28,兵庫県,female,14587,17105,18400,19316,18024,17067,19211,22220,25827,31951,27615,25921,24524,28093,33215,27112,20488,15752,8212,2640,429,135941,5317,423026
2901,奈良,29,奈良県,male,5982,6932,7315,8240,8081,6529,7472,8597,10122,12636,11356,10513,9813,11024,12942,9960,7216,4197,1555,280,30,47204,4054,164846
2901,奈良,29,奈良県,female,5616,6664,7197,8184,9083,7274,8084,9673,11098,14302,13297,12044,11275,12966,15535,12749,9517,6897,3901,1225,218,63008,2985,189784
2902,東和,29,奈良県,male,3246,3888,4236,5715,5151,4158,4438,4866,5584,6752,6099,5929,5979,7114,7748,5788,4097,2475,932,169,11,28334,878,95253
2902,東和,29,奈良県,female,3143,3632,4044,5106,4904,4267,4358,5021,5773,6878,6429,6435,6551,7575,8711,6958,5429,4117,2347,767,137,36041,815,103397
2903,西和,29,奈良県,male,5905,7317,8025,8272,7237,5900,7070,8547,10134,12884,10971,9731,9225,10615,13045,10974,7057,3552,1267,248,20,46778,1459,159455
2903,西和,29,奈良県,female,5686,6987,7588,7888,7310,6571,7619,9165,11160,13974,12238,10805,10475,12562,15800,12572,8556,6373,3372,1061,184,60480,1374,179320
2904,中和,29,奈良県,male,6834,7909,8578,9016,8348,7786,8611,9632,11240,13768,12056,11093,10072,11437,12792,10134,6967,3603,1295,251,21,46500,2070,173513
2904,中和,29,奈良県,female,6492,7649,8422,9119,8706,8267,9080,10101,12031,14595,13600,12500,11350,12658,15299,12330,9022,6153,3256,1065,169,59952,2048,193912
2905,南和,29,奈良県,male,640,856,1052,1423,1161,1085,1124,1287,1535,1862,1866,2053,2422,2956,2992,2043,1633,1138,477,84,6,11329,1164,30859
2905,南和,29,奈良県,female,627,813,996,1100,1092,965,1030,1273,1469,1829,1923,2341,2622,3034,3112,2695,2423,2071,1185,367,63,14950,1104,34134
3001,和歌山,30,和歌山県,male,7409,8303,8654,9029,8651,9100,9952,10728,12401,15340,13199,12510,12049,12926,15126,11807,8155,4811,1876,335,37,55073,1893,194291
3001,和歌山,30,和歌山県,female,7075,8018,8333,8636,8627,8709,10024,11206,12567,16057,14732,14140,13097,14648,18218,15366,12103,9461,4995,1542,273,76606,1236,219063
3002,那賀,30,和歌山県,male,2037,2446,2641,2840,2540,2420,2582,2937,3458,4295,3749,3575,3499,3784,4069,2817,1837,1076,409,82,4,14078,687,53784
3002,那賀,30,和歌山県,female,1847,2340,2537,2657,2507,2385,2611,3029,3628,4488,4295,4138,3759,4076,4541,3439,2613,2001,1147,350,53,18220,558,58999
3003,橋本,30,和歌山県,male,1271,1578,1799,1987,1601,1540,1810,1936,2201,2752,2405,2566,2856,3321,3468,2557,1741,1118,475,87,9,12776,252,39330
3003,橋本,30,和歌山県,female,1209,1551,1705,1801,1651,1543,1793,2019,2302,2859,2647,3042,3236,3458,3894,3054,2547,2152,1209,397,66,16777,146,44281
3004,有田,30,和歌山県,male,1133,1394,1614,1595,1251,1338,1502,1753,1998,2399,2146,2138,2251,2600,2785,1929,1483,901,420,74,8,10200,208,32920
3004,有田,30,和歌山県,female,1052,1375,1477,1429,1182,1255,1456,1788,1994,2436,2277,2465,2544,2799,3088,2501,2202,1871,1059,331,46,13897,152,36779
3005,御坊,30,和歌山県,male,987,1252,1334,1824,1116,1136,1334,1513,1681,2118,1849,1866,2008,2267,2352,1618,1195,804,380,57,4,8677,377,29072
3005,御坊,30,和歌山県,female,975,1119,1251,1289,912,1023,1240,1469,1720,2031,1959,2030,2133,2446,2594,2096,1808,1616,973,294,43,11870,231,31252
3006,田辺,30,和歌山県,male,1954,2315,2687,2401,1836,2209,2580,3030,3663,4330,3797,3993,3981,4243,4612,3330,2535,1734,782,144,12,17392,663,56831
3006,田辺,30,和歌山県,female,1872,2307,2625,2465,1837,2192,2546,3093,3623,4385,4047,4376,4164,4694,5247,4521,3791,3137,1798,605,97,23890,618,64040
3007,新宮,30,和歌山県,male,855,1053,1168,1043,685,897,1158,1272,1550,1923,1827,1861,2155,2530,2912,2101,1615,1050,451,93,6,10758,618,28823
3007,新宮,30,和歌山県,female,796,1005,1007,954,698,872,1108,1279,1553,1893,1868,2113,2306,2741,3385,2888,2395,2144,1257,407,69,15286,381,33119
3101,東部,31,鳥取県,male,4181,4868,5114,5613,5296,4505,5361,6506,7262,7666,6468,6726,7417,8478,8047,4921,3835,2609,1170,214,19,29293,2229,108505
3101,東部,31,鳥取県,female,3936,4623,4770,5131,4494,4356,5366,6186,6986,7482,6571,7140,7857,8656,8541,6410,6019,5430,3363,1104,213,39736,1353,115987
3102,中部,31,鳥取県,male,1889,2180,2374,2142,1382,1778,2165,2726,3000,3313,2655,2902,3452,4008,3962,2631,1877,1368,588,143,18,14595,319,46872
3102,中部,31,鳥取県,female,1757,2078,2157,2152,1525,1784,2152,2616,3000,3216,2794,3139,3666,4159,4300,3277,2928,2799,1845,643,123,20074,211,52321
3103,西部,31,鳥取県,male,4628,4797,5029,5150,4379,4699,5456,6372,7352,8229,6691,6549,7071,7936,8335,5920,4238,2787,1219,273,20,30728,1925,109055
3103,西部,31,鳥取県,female,4203,4860,4886,4762,4360,4820,5247,6382,7176,8087,6945,6892,7435,8500,9649,7384,6563,5609,3483,1205,227,42620,1992,120667
3201,松江,32,島根県,male,4680,5395,5488,6286,5583,5208,5621,6584,7460,8611,7295,7073,7273,7954,8556,5678,4266,3038,1218,243,36,30989,2741,116287
3201,松江,32,島根県,female,4345,5044,5256,5412,4926,4940,5581,6473,7339,8500,7392,7428,7379,8148,9556,7496,6532,5768,3448,1180,216,42344,2032,124391
3202,雲南,32,島根県,male,814,1043,1063,1099,720,751,964,1212,1552,1592,1356,1512,1953,2439,2492,1477,1345,1102,455,110,15,9435,112,25178
3202,雲南,32,島根県,female,759,914,1071,918,649,738,925,1160,1407,1476,1368,1574,1900,2272,2443,1841,1932,1969,1250,449,75,12231,165,27255
3203,出雲,32,島根県,male,3712,4068,4176,3750,3162,4064,4566,4952,5900,6218,5153,4938,5184,5791,6318,3977,3057,2201,844,191,23,22402,1224,83469
3203,出雲,32,島根県,female,3565,3871,3923,3948,3489,4013,4434,4773,5552,5851,5076,5028,5281,6018,6619,4766,4496,4198,2470,814,161,29542,960,89306
3204,大田,32,島根県,male,826,1029,1058,1049,621,784,997,1238,1373,1497,1259,1445,1849,2262,2479,1615,1178,995,447,143,11,9130,97,24252
3204,大田,32,島根県,female,722,916,1006,868,476,705,908,1153,1253,1422,1247,1421,1940,2157,2476,1977,1894,1836,1294,503,96,12233,90,26360
