area_code,area_name,pref_code,pref_name,population_2020,source,retrieved_on,pop_0_4,pop_5_9,pop_10_14,pop_15_19,pop_20_24,pop_25_29,pop_30_34,pop_35_39,pop_40_44,pop_45_49,pop_50_54,pop_55_59,pop_60_64,pop_65_69,pop_70_74,pop_75_79,pop_80_84,pop_85_89,pop_90_94,pop_95_99,pop_100plus,pop_65plus,pop_age_unknown,pop_total_census
1106,川越比企,11,埼玉県,793673,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,23536,28207,30832,34745,37996,32850,35182,40705,49270,59670,51336,44836,44578,54070,62887,49127,32179,18078,7830,2082,324,226577,53353,793673
1107,西部,11,埼玉県,771746,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,22949,27134,29754,32611,35088,31990,34067,39747,47138,58287,51515,45825,42873,51400,59910,47920,32299,18628,8047,2240,361,220805,51963,771746
1108,利根,11,埼玉県,635455,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,19629,23364,26143,27928,28114,27509,30134,35140,41101,49245,42108,39429,40661,49112,54355,40803,27407,16293,7478,1984,291,197723,7227,635455
1109,北部,11,埼玉県,501367,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,16282,18937,21420,23584,22794,22227,23908,27941,32694,38674,34094,31560,32135,37162,39584,28807,20765,13350,6409,1774,280,148131,6986,501367
1110,秩父,11,埼玉県,94690,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,2600,3409,4024,4228,3377,3377,3842,4567,5173,6529,6285,6409,6936,8027,7950,6157,5096,3825,1926,533,64,33578,356,94690
1201,千葉,12,千葉県,974951,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,32437,37478,41014,44907,50031,45365,47461,54121,63763,81432,73260,60041,49506,53970,65747,55508,40011,22865,9093,2368,401,249963,44172,974951
1202,東葛南部,12,千葉県,1796572,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,68675,74048,77006,82148,104139,107721,106978,116055,130251,154814,137042,109428,85385,89463,108185,89908,64172,37395,15042,3800,599,408564,34318,1796572
1203,東葛北部,12,千葉県,1407697,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,54991,58326,59760,61420,70458,70822,77750,89013,99054,115153,99478,82362,71264,81721,99748,81363,56378,33423,13987,3599,565,370784,27062,1407697
1204,印旛,12,千葉県,718337,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,25316,30492,32765,33609,34707,31899,35909,42418,48349,56610,48186,42944,43553,51882,57172,42249,27263,15881,7178,1887,302,203814,7766,718337
1205,香取海匝,12,千葉県,262351,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,6523,8447,9780,10712,9940,9947,11430,12961,14910,17834,16709,17977,19518,22452,23551,16540,13880,10206,5303,1321,178,93431,2232,262351
1206,山武長生夷隅,12,千葉県,410235,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,10291,13278,15333,17230,16670,14464,16385,20026,23135,28519,26780,26987,29686,35056,38774,28485,20791,14457,7643,1966,326,147498,3953,410235
1207,安房,12,千葉県,120093,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,2762,3622,4248,4479,3539,3729,3826,4895,6279,7544,7074,6859,8028,10445,12762,9681,7386,5687,3197,1028,179,50365,2844,120093
1208,君津,12,千葉県,324720,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,11313,12943,13602,14947,14422,14846,16643,18272,20682,24928,21025,19127,19280,23036,25429,20407,13727,8788,4263,1071,190,96911,5779,324720
1209,市原,12,千葉県,269524,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,8745,10164,11137,12093,12313,12677,13476,15108,16976,21022,18108,16307,16561,19660,21171,16721,11040,6453,2801,712,103,78661,6176,269524
1301,区中央部,13,東京都,947858,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,43496,38833,31160,26991,43837,67660,75177,81539,83475,85221,73020,58647,42826,37562,43344,32679,24871,18019,8383,2346,407,167611,28365,947858
1302,区南部,13,東京都,1170569,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,44218,41607,38442,38670,64506,84791,83341,85693,86242,96076,84956,69459,54607,53334,62784,48778,36307,24842,11603,3240,499,241387,56574,1170569
1303,区西南部,13,東京都,1475635,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,55467,56290,51714,51820,83367,103410,107420,116208,122975,125954,112890,94462,71297,61901,71064,54967,43173,33411,17144,4706,748,287114,35247,1475635
1304,区西部,13,東京都,1285373,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,43087,38941,35241,38457,78162,104373,100694,98764,96201,99356,87509,73943,58288,53543,61474,47774,37153,27768,13947,3806,670,246135,86222,1285373
1305,区西北部,13,東京都,1993903,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,71660,70545,66745,73644,124828,148103,141468,141366,144196,156253,140547,120157,97044,95051,108798,86489,68514,49108,22981,5919,960,437820,59527,1993903
1306,区東北部,13,東京都,1365611,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,48530,51384,51701,53825,74597,86192,83074,87480,96066,112731,102077,86296,69121,71307,82679,69767,55257,35650,14012,3337,556,332565,29972,1365611
1307,区東部,13,東京都,1494327,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,61072,60969,58729,59867,80061,99500,101803,109099,114024,131574,116562,92220,70023,70914,82043,66413,50140,30846,12127,2952,439,315874,22950,1494327
1308,西多摩,13,東京都,379043,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,11347,14043,15977,17088,18210,16590,17172,19660,23476,30008,27762,24558,22486,25670,29344,24319,17357,11394,5590,1683,331,115688,4978,379043
1309,南多摩,13,東京都,1440971,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,47625,56639,62378,72842,87610,65823,67577,80219,95519,116946,107722,89732,74841,81313,97368,81508,60035,37103,16090,4206,672,378295,37203,1440971
1310,北多摩西部,13,東京都,658632,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,24650,26876,27648,30026,36880,35964,36886,40186,45552,53461,49929,43000,34646,35885,41287,33573,25414,16776,7274,1723,297,162229,10699,658632
1311,北多摩南部,13,東京都,1061790,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,41132,44018,41905,45121,64460,62325,62893,71436,77698,85936,79741,67953,52735,49498,56217,44413,34609,25603,12042,3164,532,226078,38359,1061790
1312,北多摩北部,13,東京都,749421,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,27875,30695,31374,34866,41857,36325,38639,44708,50023,59653,56048,49699,40565,40261,45566,37875,30980,21804,9333,2282,381,188482,18612,749421
1313,島しょ,13,東京都,24461,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,903,984,940,859,448,889,1296,1454,1527,1842,1517,1559,1668,2024,2251,1589,1145,933,445,140,17,8544,31,24461
1404,川崎北部,14,神奈川県,870495,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,35107,36324,36258,38404,53874,54439,53555,58508,63879,72687,68167,55572,41867,39858,44869,35782,26517,17810,8075,2193,363,175467,26387,870495
1405,川崎南部,14,神奈川県,667767,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,29010,27164,25627,25180,36288,49019,49980,51515,52730,57331,48805,38941,30530,30033,32448,24800,18302,12428,5894,1511,268,125684,19963,667767
1406,横須賀・三浦,14,神奈川県,691582,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,20243,25527,28377,32252,31656,25992,28441,34430,43737,56470,52403,45368,39589,44320,56042,47831,35730,24507,11306,3005,541,223282,3815,691582
1407,湘南東部,14,神奈川県,727642,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,28307,32288,33434,34433,35167,32386,35617,44231,52897,62750,56320,46763,37579,39694,47625,39080,28951,18391,8285,2233,390,184649,10821,727642
1408,湘南西部,14,神奈川県,581839,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,18473,22190,24521,27601,30708,25699,26677,31727,38021,46002,42200,36442,32962,38074,45375,35802,24628,14982,6997,1967,317,168142,10474,581839
1409,県央,14,神奈川県,858535,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,31084,34873,37142,38996,44257,44082,45689,51305,60191,73544,65341,52751,44437,49656,59497,48253,32865,17939,7448,1994,293,217945,16898,858535
1410,相模原,14,神奈川県,725493,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,24504,28078,29950,32426,39631,36862,37134,42247,49115,59990,54727,45675,38053,41717,48900,40797,28510,16165,7010,1833,304,185236,21865,725493
1411,県西,14,神奈川県,336493,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,9844,12076,13552,14885,15233,13639,14378,17082,20418,25626,24391,22075,20638,23535,27764,22365,16467,10833,5009,1398,219,107590,5066,336493
1412,横浜,14,神奈川県,3777491,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,134675,150315,156820,167072,200622,196254,200601,227754,259833,315473,298197,250225,200278,202512,234994,189951,143748,94627,42117,10883,1751,920583,98789,3777491
1501,下越,15,新潟県,200610,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,6273,7829,8035,9002,7223,7964,9097,10445,11994,12988,12378,12796,14107,16448,16707,11844,10585,8309,4377,1151,187,69608,871,200610
1502,新潟,15,新潟県,887561,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,29791,34604,36659,40048,39224,37537,43731,50181,59038,65628,57707,54913,54961,63535,67348,48153,39492,28608,14877,4329,746,267088,16451,887561
1503,県央,15,新潟県,216216,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,6640,8140,9041,9224,7733,8522,10002,11601,13962,15741,14403,14022,14450,16990,17570,13082,11156,7620,3765,1029,161,71373,1362,216216
1504,中越,15,新潟県,430288,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,14056,16748,18347,18778,16703,17271,20009,23481,27875,30864,27297,26830,28512,32661,34151,24550,20804,15635,8386,2433,391,139011,4506,430288
1505,魚沼,15,新潟県,155910,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,4782,5694,6510,6206,4418,5533,6321,7865,9233,9853,9401,9653,11560,14091,13120,9575,8576,6753,4157,1371,210,57853,1028,155910
1506,上越,15,新潟県,259195,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,8102,9926,11160,10655,8817,10026,11531,13355,15890,17755,16570,16265,17489,20295,21441,15785,13471,10443,5616,1736,288,89075,2579,259195
1507,佐渡,15,新潟県,51492,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,1370,1796,1977,1652,1128,1601,1839,2260,2692,2847,2929,3421,3910,4317,4974,3631,3655,3123,1654,500,73,21927,143,51492
1601,新川,16,富山県,115093,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,3310,3923,4580,4658,4007,4585,4826,5550,6752,8534,7421,7275,7197,8229,10330,7753,5928,4603,2463,712,123,40141,2334,115093
1602,富山,16,富山県,493562,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,17311,19068,20962,22539,22127,22220,23707,26836,32240,39725,33175,29569,28060,32136,39001,29672,21729,15599,7918,2215,344,148614,7409,493562
1603,高岡,16,富山県,301085,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,9380,10818,11995,12750,11541,11737,12870,15121,18609,23358,19053,17755,17917,21128,27198,19543,14170,10681,5442,1649,279,100090,8091,301085
1604,砺波,16,富山県,125074,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,3850,4702,5278,5248,4560,4960,5226,6249,7865,9028,7543,7520,8139,9480,11380,7699,6299,5202,3040,915,148,44163,743,125074
1701,南加賀,17,石川県,224094,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,8229,9577,10611,10495,9812,10154,10703,11885,14329,17937,14887,13630,12754,14243,18180,13534,9538,6921,3576,1089,183,67264,1827,224094
1702,石川中央,17,石川県,729320,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,28415,31466,32726,36946,40291,34717,37385,41652,49242,58289,47886,42593,40272,43033,52443,37216,25521,18713,9649,2713,471,189759,17681,729320
1703,能登中部,17,石川県,117998,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,3051,3954,4625,4717,3635,3908,4231,4978,6527,8175,7094,7305,8273,10084,12420,8691,6704,5078,2853,864,161,46855,670,117998
1704,能登北部,17,石川県,61114,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,1225,1453,1764,2563,1306,1450,1611,2094,2754,3147,3200,3727,4829,5986,7153,5226,4669,3914,2124,603,107,29782,209,61114
1801,福井・坂井,18,福井県,397298,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,14642,16765,18285,18764,17983,17576,19560,21929,24967,29421,25425,25128,24327,26227,29578,21927,16814,12850,6605,1910,317,116228,6298,397298
1802,奥越,18,福井県,53436,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,1612,1966,2236,2095,1737,1918,2205,2617,3045,3306,2982,3484,3993,4711,4699,3417,2978,2353,1342,403,52,19955,285,53436
1803,丹南,18,福井県,181456,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,6861,7872,8702,8742,7449,8494,9189,10055,11855,13340,11245,10921,10929,12459,13672,9982,7894,6055,3322,970,165,54519,1283,181456
1804,嶺南,18,福井県,134673,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,4918,5605,6080,5600,4601,5786,6379,7126,8301,9439,8318,8799,8954,9623,10389,7608,5992,4907,2650,709,104,41982,2785,134673
1901,中北,19,山梨県,459608,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,16461,18168,19887,22463,20463,20011,21630,24819,29160,34172,31500,29275,27510,30052,32934,25236,18985,13771,7308,2266,382,130934,13155,459608
1902,峡東,19,山梨県,129619,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,4127,5008,5566,5948,5106,4894,5436,6406,7643,9440,9233,8373,8602,9485,10233,7993,6193,4568,2554,824,133,41983,1854,129619
1903,峡南,19,山梨県,47836,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,1093,1372,1788,1745,1506,1595,1735,1934,2476,2931,3053,3309,3658,4097,4202,3414,2968,2361,1482,488,82,19094,547,47836
1904,富士・東部,19,山梨県,172911,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,5311,6170,6678,8810,8579,7262,7622,8398,9215,11463,11899,12244,12115,13345,12785,9971,7956,5761,3038,876,141,53873,3272,172911
2001,佐久,20,長野県,204416,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,7124,8198,9005,8917,7274,8603,9679,10826,12771,14123,13170,12997,13294,15017,15605,11895,9270,7518,4535,1424,234,65498,2937,204416
2002,上小,20,長野県,193898,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,6582,7923,8487,8923,8218,8061,9337,10152,12288,14253,12754,12246,12012,13334,14695,11761,8832,6734,3840,1115,156,60467,2195,193898
2003,諏訪,20,長野県,193838,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,6624,7783,8707,8818,7324,7639,8479,9761,12372,14930,13002,11474,11272,12703,15429,13054,10012,7016,4208,1167,168,63757,1896,193838
2004,上伊那,20,長野県,179892,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,6358,7581,8550,7991,6767,7526,8046,9263,11665,13413,11662,11094,10987,12038,13369,10934,8325,6427,3681,1089,136,55999,2990,179892
2005,飯伊,20,長野県,155346,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,5580,6669,7296,6731,5148,6104,6803,7836,9312,10538,9639,9592,10007,11219,11789,9716,8187,6508,3985,1261,192,52857,1234,155346
2006,木曽,20,長野県,25476,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,584,774,955,947,695,776,930,1006,1242,1442,1566,1772,1801,2240,2419,1948,1776,1413,757,221,46,10820,166,25476
2007,松本,20,長野県,423668,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,15562,17552,19087,20094,17846,19167,20138,23446,28267,33206,29499,25833,24084,26194,30110,23940,18606,14038,7751,2321,374,123334,6553,423668
2008,大北,20,長野県,56232,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,1536,1952,2197,2333,1858,1898,2027,2544,3427,4003,3774,3656,3662,4378,5141,3847,2963,2454,1416,440,64,20703,662,56232
2009,長野,20,長野県,532702,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,17541,20678,22975,23376,19124,20407,23251,27027,33430,39683,35252,33128,32497,35369,39914,31825,24426,18259,10446,2989,482,163710,20623,532702
2010,北信,20,長野県,82543,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,2499,3094,3420,3394,2503,2893,3251,4080,4899,5497,5238,5576,5891,6752,7154,5097,4481,3644,2002,582,85,29797,511,82543
2101,岐阜,21,岐阜県,793551,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,28910,33042,35528,38491,38233,34516,37609,42561,50089,61520,53265,47941,43386,48305,57459,45607,33847,21753,9769,2539,377,219656,28804,793551
2102,西濃,21,岐阜県,358439,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,11749,14940,16739,18042,16437,15038,16593,19185,22923,27508,23635,22568,22234,25391,28473,21319,15920,10715,5097,1399,196,108510,2338,358439
2103,中濃,21,岐阜県,364282,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,12722,15947,16951,17109,15467,15229,17136,19912,23024,26158,22686,22448,23066,26163,28773,20618,15835,11464,6212,1757,282,111104,5323,364282
2104,東濃,21,岐阜県,323574,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,10430,12960,14215,14869,13486,13356,14675,16886,19546,23153,21317,21112,20895,23100,26207,20031,15875,11414,6007,1593,261,104488,2186,323574
2105,飛騨,21,岐阜県,138896,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,4649,5514,6224,5709,3929,4831,5655,6776,8328,9922,8788,9052,8921,10208,12138,9383,8072,6053,3075,924,140,49993,605,138896
2201,賀茂,22,静岡県,59546,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,1091,1602,1966,1817,1389,1539,1707,2120,2811,3912,3919,3827,4232,5637,6863,5607,4181,2978,1663,489,68,27486,128,59546
2202,熱海伊東,22,静岡県,99699,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,1877,2497,3122,3217,2938,2851,2977,3435,4532,6628,6706,6312,6495,8378,11326,9905,7228,4621,2151,626,106,44341,1771,99699
2203,駿東田方,22,静岡県,640096,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,21764,25473,28158,29192,25636,28397,31919,35444,41964,50206,45500,40899,38473,43703,48213,38948,28877,19078,9424,2577,416,191236,5835,640096
2204,富士,22,静岡県,373497,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,12984,15732,17483,17114,14566,16874,18853,21390,24527,29730,27000,24245,23149,25626,27374,21729,15958,10164,4834,1367,187,107239,2611,373497
2205,静岡,22,静岡県,693389,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,22968,26745,28561,30687,31315,31586,33670,38059,43357,53459,48645,44175,40944,45730,52507,43052,32725,21949,10409,2814,442,209628,9590,693389
2206,志太榛原,22,静岡県,452533,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,15629,19280,21005,20345,17728,19180,22409,25725,29664,33809,29558,28507,28968,31896,35204,26947,20505,14213,6997,1981,278,138021,2705,452533
2207,中東遠,22,静岡県,465839,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,18434,21404,22514,21214,18737,22163,25569,29134,31853,34398,28380,27909,29339,32675,33508,23175,17789,12869,6973,2009,338,129336,5455,465839
2208,西部,22,静岡県,848603,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,32029,37121,39284,39009,36564,39025,43779,50598,56099,65581,57564,53136,50975,54158,59677,46166,35617,25166,12103,3549,559,236995,10844,848603
2302,海部,23,愛知県,325234,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,11575,13541,15231,16202,16436,15426,15578,17681,21753,28342,23705,20198,17018,18610,24034,20175,14225,7978,3327,874,118,89341,3207,325234
2304,尾張東部,23,愛知県,475816,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,20007,22632,23261,23781,23857,21322,24409,28253,32749,39042,33277,27871,23196,24823,30896,25729,17779,10644,4635,1207,170,115883,16276,475816
2305,尾張西部,23,愛知県,514824,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,19456,22362,24228,25120,24687,23442,25280,28527,33645,42871,37391,32122,27295,30310,36357,30289,22655,13220,5425,1360,214,139830,8568,514824
2306,尾張北部,23,愛知県,735278,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,28100,32080,34535,36222,37448,36081,38156,41881,50142,61901,52381,43051,36332,40891,51386,43291,30033,16797,7063,1765,268,191494,15474,735278
2307,知多半島,23,愛知県,628495,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,26012,29779,30638,31357,33392,32983,35280,38483,42871,50344,42298,36741,32355,34631,41325,33342,23951,14446,6465,1718,258,156136,9826,628495
2308,西三河北部,23,愛知県,484282,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,19607,22164,23575,26206,28795,28077,28347,30779,33394,39323,33695,28158,24899,26391,30990,22947,14724,8479,3921,1031,162,108645,8618,484282
2309,西三河南部西,23,愛知県,701627,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,30847,33546,34359,35495,38707,42326,44485,45737,48728,56069,48729,42154,34825,36711,41244,30968,22405,14622,6534,1686,231,154401,11219,701627
2310,西三河南部東,23,愛知県,427103,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,18665,21249,21239,20861,21168,23243,25448,28057,30487,34422,28768,25419,22997,24567,26975,19540,13444,8882,4222,1073,173,98876,6204,427103
2311,東三河北部,23,愛知県,52751,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,1380,1918,2098,2235,1782,1693,2009,2640,2944,3240,2952,3362,3870,4537,4876,3528,3035,2470,1362,427,83,20318,310,52751
2312,東三河南部,23,愛知県,695479,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,26674,31187,33040,33464,34186,33677,36808,41367,46088,54961,46688,43111,39729,41674,48792,37206,27179,18101,8449,2329,366,184096,10403,695479
2313,名古屋・尾張中部,23,愛知県,2501526,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,97500,100402,100755,103959,129736,141846,143295,153964,165924,194674,172871,152343,127322,131534,155235,125346,95270,62930,27222,6967,1079,605583,111352,2501526
2405,桑員,24,三重県,215393,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,7903,9424,10038,10199,10321,10029,10960,12543,14212,16729,14418,13463,12468,13933,15913,11951,8531,5550,2629,791,107,59405,3281,215393
2406,三泗,24,三重県,372127,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,14327,16094,16994,17677,18292,20557,20278,21669,25283,31369,26697,23814,19967,20818,24761,19955,14475,9184,3924,977,135,94229,4880,372127
2407,鈴亀,24,三重県,245505,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,8401,9927,10893,11550,10775,10342,11451,12871,15321,19013,16224,14725,12920,14182,16371,12538,8554,5582,2743,660,116,60746,20346,245505
2408,津,24,三重県,274537,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,9775,11248,12157,12820,13512,12218,13440,15051,17352,20495,17998,17258,16388,17504,19930,15859,12663,9029,4448,1131,181,80745,4080,274537
2409,伊賀,24,三重県,165153,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,5222,6452,7075,7477,6412,6937,7938,9031,10216,11263,9666,10000,10714,12855,13919,10146,7599,5424,2890,819,116,53768,2982,165153
2410,松阪,24,三重県,212094,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,7383,8633,9643,9512,7932,8634,10070,11272,13225,15867,13866,13362,13683,14864,16182,12690,10184,7919,4177,1138,177,67331,1681,212094
2411,伊勢志摩,24,三重県,220224,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,6591,7910,8890,9534,8057,7886,9107,10551,12076,15118,14529,15203,14787,16655,18537,14815,12583,9292,4510,1185,183,77760,2225,220224
2412,東紀州,24,三重県,65221,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,1601,2071,2438,2052,1461,1793,2115,2632,3307,4065,3997,4408,4628,5615,6531,5545,4574,3456,1714,579,75,28089,564,65221
2501,大津,25,滋賀県,345070,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000080850_00014.html,2026-08-04,13596,15555,16331,17314,16647,14637,16930,19360,22776,27213,23546,21839,19904,21183,24619,18046,12651,8578,4246,1074,181,90578,8844,345070
